date,text,category,start_lat,start_lon,end_lat,end_lon,categories_standard
11/2/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.299406 ‐97.740396 30.305354 ‐97.717099 9,Damaged Vehicle Issues,30.299406,97.740396,30.305354,97.717099,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.263406 ‐97.742094 30.263825 ‐97.742312 12,Damaged Vehicle Issues,30.263406,97.742094,30.263825,97.742312,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.264186 ‐97.743793 30.229688 ‐97.781812 788,Damaged Vehicle Issues,30.264186,97.743793,30.229688,97.781812,Damaged Vehicle Issues
11/18/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.263952 ‐97.732336 30.270782 ‐97.734007 34,Damaged Vehicle Issues,30.263952,97.732336,30.270782,97.734007,Damaged Vehicle Issues
11/24/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.266784 ‐97.745427 30.266725 ‐97.743462 1,Damaged Vehicle Issues,30.266784,97.745427,30.266725,97.743462,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.261808 ‐97.738758 30.265659 ‐97.749972 184,Damaged Vehicle Issues,30.261808,97.738758,30.265659,97.749972,Damaged Vehicle Issues
11/12/2021,Re: My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.251661 ‐97.713709 30.261562 ‐97.722302 80,Damaged Vehicle Issues,30.251661,97.713709,30.261562,97.722302,Damaged Vehicle Issues
11/8/2021,My vehicle was broken or stopped working damaged_vehicle__ broken_handlebar 30.251661 ‐97.713709 30.261562 ‐97.722302 5,Damaged Vehicle Issues,30.251661,97.713709,30.261562,97.722302,Damaged Vehicle Issues
11/20/2021,I had a mechanical issue with my vehicle damaged_vehicle__ physical_lock_issue 30.254307 ‐97.737593 30.26489 ‐97.74048 161,Damaged Vehicle Issues,30.254307,97.737593,30.26489,97.74048,Damaged Vehicle Issues
11/7/2021,I couldn't start my trip damaged_vehicle__ physical_lock_issue 30.269237 ‐97.747244 30.26757 ‐97.746167 8,Damaged Vehicle Issues,30.269237,97.747244,30.26757,97.746167,Damaged Vehicle Issues
11/1/2021,My bike ride wont end damaged_vehicle__ physical_lock_issue 30.232538 ‐97.758454 30.227084 ‐97.761762 301,Damaged Vehicle Issues,30.232538,97.758454,30.227084,97.761762,Damaged Vehicle Issues
11/1/2021,I couldn't start my trip damaged_vehicle__ physical_lock_issue 30.26885 ‐97.728514 30.268719 ‐97.728129 260,Damaged Vehicle Issues,30.26885,97.728514,30.268719,97.728129,Damaged Vehicle Issues
11/22/2021,I couldn't start my trip damaged_vehicle__ physical_lock_issue 30.265029 ‐97.746765 30.264785 ‐97.746751 5,Damaged Vehicle Issues,30.265029,97.746765,30.264785,97.746751,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ physical_lock_issue 30.265133 ‐97.762009 30.265128 ‐97.762123 191,Damaged Vehicle Issues,30.265133,97.762009,30.265128,97.762123,Damaged Vehicle Issues
11/13/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.265458 ‐97.741343 30.264181 ‐97.72712 116,Damaged Vehicle Issues,30.265458,97.741343,30.264181,97.72712,Damaged Vehicle Issues
11/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.272409 ‐97.741237 30.27221 ‐97.74139 1433,Damaged Vehicle Issues,30.272409,97.741237,30.27221,97.74139,Damaged Vehicle Issues
11/18/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.260271 ‐97.738497 30.260348 ‐97.73854 3,Damaged Vehicle Issues,30.260271,97.738497,30.260348,97.73854,Damaged Vehicle Issues
11/15/2021,You rode LIME scooter number XXX297 0.16 miles | 5 min damaged_vehicle__ throttle/accelerator 30.263641 ‐97.745433 30.2632 ‐97.74486 8,Damaged Vehicle Issues,30.263641,97.745433,30.2632,97.74486,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.284732 ‐97.716868 30.284296 ‐97.718087 2,Damaged Vehicle Issues,30.284732,97.716868,30.284296,97.718087,Damaged Vehicle Issues
11/12/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.287097 ‐97.741712 30.280307 ‐97.737017 3,Damaged Vehicle Issues,30.287097,97.741712,30.280307,97.737017,Damaged Vehicle Issues
11/2/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.28641 ‐97.741761 30.288324 ‐97.741477 252,Damaged Vehicle Issues,30.28641,97.741761,30.288324,97.741477,Damaged Vehicle Issues
11/16/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.25848 ‐97.746271 30.262462 ‐97.745334 3,Damaged Vehicle Issues,30.25848,97.746271,30.262462,97.745334,Damaged Vehicle Issues
11/6/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.272814 ‐97.740887 30.275313 ‐97.741983 5,Damaged Vehicle Issues,30.272814,97.740887,30.275313,97.741983,Damaged Vehicle Issues
11/22/2021,damaged_vehicle__ throttle/accelerator 30.274478 ‐97.742282 30.274433 ‐97.74288 7,Damaged Vehicle Issues,30.274478,97.742282,30.274433,97.74288,Damaged Vehicle Issues
11/15/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.265577 ‐97.739972 30.265447 ‐97.740108 5,Damaged Vehicle Issues,30.265577,97.739972,30.265447,97.740108,Damaged Vehicle Issues
11/6/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.275488 ‐97.73397 30.274258 ‐97.729301 325,Damaged Vehicle Issues,30.275488,97.73397,30.274258,97.729301,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.26265 ‐97.738712 30.272159 ‐97.768598 9,Damaged Vehicle Issues,30.26265,97.738712,30.272159,97.768598,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.261252 ‐97.738903 30.273072 ‐97.741719 98,Damaged Vehicle Issues,30.261252,97.738903,30.273072,97.741719,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.268671 ‐97.746504 30.267804 ‐97.745632 5,Damaged Vehicle Issues,30.268671,97.746504,30.267804,97.745632,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.251739 ‐97.740173 30.248481 ‐97.734627 171,Damaged Vehicle Issues,30.251739,97.740173,30.248481,97.734627,Damaged Vehicle Issues
11/12/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.261873 ‐97.739015 30.261598 ‐97.739203 4,Damaged Vehicle Issues,30.261873,97.739015,30.261598,97.739203,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264344 ‐97.747524 30.263535 ‐97.745569 6,Damaged Vehicle Issues,30.264344,97.747524,30.263535,97.745569,Damaged Vehicle Issues
11/20/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.286381 ‐97.74235 30.286434 ‐97.74228 29,Damaged Vehicle Issues,30.286381,97.74235,30.286434,97.74228,Damaged Vehicle Issues
11/30/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264848 ‐97.738682 30.264672 ‐97.738071 4,Damaged Vehicle Issues,30.264848,97.738682,30.264672,97.738071,Damaged Vehicle Issues
11/6/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.270644 ‐97.75231 30.272671 ‐97.75716 260,Damaged Vehicle Issues,30.270644,97.75231,30.272671,97.75716,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.261371 ‐97.737931 30.261378 ‐97.738075 4,Damaged Vehicle Issues,30.261371,97.737931,30.261378,97.738075,Damaged Vehicle Issues
11/18/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.329222 ‐97.724471 30.295367 ‐97.743027 137,Damaged Vehicle Issues,30.329222,97.724471,30.295367,97.743027,Damaged Vehicle Issues
11/1/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.270048 ‐97.731651 30.273599 ‐97.744039 310,Damaged Vehicle Issues,30.270048,97.731651,30.273599,97.744039,Damaged Vehicle Issues
11/6/2021,I was charged incorrectly damaged_vehicle__ throttle/accelerator 30.278329 ‐97.743913 30.278025 ‐97.743185 101,Damaged Vehicle Issues,30.278329,97.743913,30.278025,97.743185,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.278025 ‐97.736233 30.279622 ‐97.734399 6,Damaged Vehicle Issues,30.278025,97.736233,30.279622,97.734399,Damaged Vehicle Issues
11/16/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.250654 ‐97.75462 30.25251 ‐97.75364 150,Damaged Vehicle Issues,30.250654,97.75462,30.25251,97.75364,Damaged Vehicle Issues
11/16/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.250654 ‐97.75462 30.25251 ‐97.75364 151,Damaged Vehicle Issues,30.250654,97.75462,30.25251,97.75364,Damaged Vehicle Issues
11/16/2021,I couldn't start my trip damaged_vehicle__ throttle/accelerator 30.250654 ‐97.75462 30.25251 ‐97.75364 150,Damaged Vehicle Issues,30.250654,97.75462,30.25251,97.75364,Damaged Vehicle Issues
11/26/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.267754 ‐97.75157 30.26791 ‐97.75188 3,Damaged Vehicle Issues,30.267754,97.75157,30.26791,97.75188,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.282771 ‐97.741954 30.284423 ‐97.741784 154,Damaged Vehicle Issues,30.282771,97.741954,30.284423,97.741784,Damaged Vehicle Issues
11/27/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.256364 ‐97.756676 30.253456 ‐97.758797 6,Damaged Vehicle Issues,30.256364,97.756676,30.253456,97.758797,Damaged Vehicle Issues
11/23/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.300298 ‐97.743395 30.296753 ‐97.742142 7,Damaged Vehicle Issues,30.300298,97.743395,30.296753,97.742142,Damaged Vehicle Issues
11/27/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.241153 ‐97.756983 30.232974 ‐97.765717 41,Damaged Vehicle Issues,30.241153,97.756983,30.232974,97.765717,Damaged Vehicle Issues
11/5/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.262315 ‐97.726878 30.26799 ‐97.725844 65,Damaged Vehicle Issues,30.262315,97.726878,30.26799,97.725844,Damaged Vehicle Issues
11/11/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.265378 ‐97.740509 30.265269 ‐97.740375 89,Damaged Vehicle Issues,30.265378,97.740509,30.265269,97.740375,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.263037 ‐97.753811 30.262025 ‐97.754346 3,Damaged Vehicle Issues,30.263037,97.753811,30.262025,97.754346,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.251571 ‐97.734959 30.252022 ‐97.734234 10,Damaged Vehicle Issues,30.251571,97.734959,30.252022,97.734234,Damaged Vehicle Issues
11/19/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.275075 ‐97.723844 30.273602 ‐97.727553 3,Damaged Vehicle Issues,30.275075,97.723844,30.273602,97.727553,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.278874 ‐97.72763 30.279457 ‐97.734535 98,Damaged Vehicle Issues,30.278874,97.72763,30.279457,97.734535,Damaged Vehicle Issues
11/18/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.289492 ‐97.750006 30.295247 ‐97.747684 91,Damaged Vehicle Issues,30.289492,97.750006,30.295247,97.747684,Damaged Vehicle Issues
11/11/2021,damaged_vehicle__ throttle/accelerator 179,Damaged Vehicle Issues,,,,,Damaged Vehicle Issues
11/29/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.260861 ‐97.737745 30.26685 ‐97.74582 8,Damaged Vehicle Issues,30.260861,97.737745,30.26685,97.74582,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264115 ‐97.732502 30.264442 ‐97.733977 173,Damaged Vehicle Issues,30.264115,97.732502,30.264442,97.733977,Damaged Vehicle Issues
11/16/2021,Phone Call from: Caller +1 (346) 779‐ 4692 damaged_vehicle__ throttle/accelerator 30.283216 ‐97.734323 30.283712 ‐97.734311 4,Damaged Vehicle Issues,30.283216,97.734323,30.283712,97.734311,Damaged Vehicle Issues
11/6/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.258163 ‐97.746671 30.258434 ‐97.746254 38,Damaged Vehicle Issues,30.258163,97.746671,30.258434,97.746254,Damaged Vehicle Issues
11/10/2021,I couldn't start my trip damaged_vehicle__ throttle/accelerator 65,Damaged Vehicle Issues,,,,,Damaged Vehicle Issues
11/1/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.275544 ‐97.752818 30.264449 ‐97.748763 289,Damaged Vehicle Issues,30.275544,97.752818,30.264449,97.748763,Damaged Vehicle Issues
11/9/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264008 ‐97.732365 30.268537 ‐97.741079 6,Damaged Vehicle Issues,30.264008,97.732365,30.268537,97.741079,Damaged Vehicle Issues
11/2/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.289736 ‐97.741281 30.289872 ‐97.741479 7,Damaged Vehicle Issues,30.289736,97.741281,30.289872,97.741479,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.2943 ‐97.721271 30.288812 ‐97.729374 89,Damaged Vehicle Issues,30.2943,97.721271,30.288812,97.729374,Damaged Vehicle Issues
11/13/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.263915 ‐97.747121 30.26382 ‐97.746669 307,Damaged Vehicle Issues,30.263915,97.747121,30.26382,97.746669,Damaged Vehicle Issues
11/11/2021,I was unable to end my ride damaged_vehicle__ throttle/accelerator 30.273128 ‐97.730924 30.272413 ‐97.728217 170,Damaged Vehicle Issues,30.273128,97.730924,30.272413,97.728217,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.275838 ‐97.736119 30.271302 ‐97.737687 249,Damaged Vehicle Issues,30.275838,97.736119,30.271302,97.737687,Damaged Vehicle Issues
11/12/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.249281 ‐97.750062 30.249144 ‐97.750097 71,Damaged Vehicle Issues,30.249281,97.750062,30.249144,97.750097,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.261153 ‐97.736748 30.261392 ‐97.736916 6,Damaged Vehicle Issues,30.261153,97.736748,30.261392,97.736916,Damaged Vehicle Issues
11/27/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.261843 ‐97.688848 30.27186 ‐97.69728 151,Damaged Vehicle Issues,30.261843,97.688848,30.27186,97.69728,Damaged Vehicle Issues
11/24/2021,Mein Fahrzeug war kaputt oder funktionierte nicht mehr damaged_vehicle__ throttle/accelerator 30.279364 ‐97.740243 30.281243 ‐97.740691 1883,Damaged Vehicle Issues,30.279364,97.740243,30.281243,97.740691,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.250128 ‐97.731222 30.254468 ‐97.717036 41,Damaged Vehicle Issues,30.250128,97.731222,30.254468,97.717036,Damaged Vehicle Issues
11/16/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.258985 ‐97.726845 30.263828 ‐97.724848 5,Damaged Vehicle Issues,30.258985,97.726845,30.263828,97.724848,Damaged Vehicle Issues
11/3/2021,Phone Call from: Caller +1 (414) 499‐ 8515 damaged_vehicle__ throttle/accelerator 30.242245 ‐97.72834 30.239698 ‐97.727205 7,Damaged Vehicle Issues,30.242245,97.72834,30.239698,97.727205,Damaged Vehicle Issues
11/30/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.266697 ‐97.749818 30.272352 ‐97.753457 8,Damaged Vehicle Issues,30.266697,97.749818,30.272352,97.753457,Damaged Vehicle Issues
11/26/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.262604 ‐97.738457 30.262598 ‐97.73876 3,Damaged Vehicle Issues,30.262604,97.738457,30.262598,97.73876,Damaged Vehicle Issues
11/21/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.270484 ‐97.748045 30.270697 ‐97.748041 1,Damaged Vehicle Issues,30.270484,97.748045,30.270697,97.748041,Damaged Vehicle Issues
11/21/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.270484 ‐97.748045 30.270697 ‐97.748041 4,Damaged Vehicle Issues,30.270484,97.748045,30.270697,97.748041,Damaged Vehicle Issues
11/24/2021,Mi vehÃ‐culo estaba roto o dejÃ³ de funcionar damaged_vehicle__ throttle/accelerator 30.286957 ‐97.742638 30.266366 ‐97.721509 10,Damaged Vehicle Issues,30.286957,97.742638,30.266366,97.721509,Damaged Vehicle Issues
11/9/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.310018 ‐97.725973 30.310089 ‐97.725812 3,Damaged Vehicle Issues,30.310018,97.725973,30.310089,97.725812,Damaged Vehicle Issues
11/10/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.298216 ‐97.72174 30.301918 ‐97.736297 2,Damaged Vehicle Issues,30.298216,97.72174,30.301918,97.736297,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.267669 ‐97.751086 30.264484 ‐97.760047 60,Damaged Vehicle Issues,30.267669,97.751086,30.264484,97.760047,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.279589 ‐97.734694 30.273713 ‐97.738235 4,Damaged Vehicle Issues,30.279589,97.734694,30.273713,97.738235,Damaged Vehicle Issues
11/13/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.286496 ‐97.742624 30.28189 ‐97.7426 395,Damaged Vehicle Issues,30.286496,97.742624,30.28189,97.7426,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.251208 ‐97.749012 30.278133 ‐97.772318 224,Damaged Vehicle Issues,30.251208,97.749012,30.278133,97.772318,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.239686 ‐97.718398 30.235848 ‐97.721714 3,Damaged Vehicle Issues,30.239686,97.718398,30.235848,97.721714,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.283791 ‐97.741959 30.283738 ‐97.742489 229,Damaged Vehicle Issues,30.283791,97.741959,30.283738,97.742489,Damaged Vehicle Issues
11/21/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.266611 ‐97.747432 30.252457 ‐97.748805 39,Damaged Vehicle Issues,30.266611,97.747432,30.252457,97.748805,Damaged Vehicle Issues
11/21/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.271261 ‐97.753017 30.27159 ‐97.75413 102,Damaged Vehicle Issues,30.271261,97.753017,30.27159,97.75413,Damaged Vehicle Issues
11/20/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.263061 ‐97.745106 30.26519 ‐97.74705 3,Damaged Vehicle Issues,30.263061,97.745106,30.26519,97.74705,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.270048 ‐97.731726 30.268408 ‐97.738991 111,Damaged Vehicle Issues,30.270048,97.731726,30.268408,97.738991,Damaged Vehicle Issues
11/24/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264295 ‐97.721463 30.27308 ‐97.737387 7,Damaged Vehicle Issues,30.264295,97.721463,30.27308,97.737387,Damaged Vehicle Issues
11/1/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.248207 ‐97.735871 30.248226 ‐97.735915 25,Damaged Vehicle Issues,30.248207,97.735871,30.248226,97.735915,Damaged Vehicle Issues
11/3/2021,Phone Call from: Caller +1 (414) 499‐ 8515 damaged_vehicle__ throttle/accelerator 30.240281 ‐97.727139 30.24032 ‐97.712102 38,Damaged Vehicle Issues,30.240281,97.727139,30.24032,97.712102,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.267171 ‐97.740506 30.262872 ‐97.742016 3,Damaged Vehicle Issues,30.267171,97.740506,30.262872,97.742016,Damaged Vehicle Issues
11/17/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.264637 ‐97.747969 30.264892 ‐97.746663 47,Damaged Vehicle Issues,30.264637,97.747969,30.264892,97.746663,Damaged Vehicle Issues
11/15/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.257331 ‐97.739948 30.257246 ‐97.739961 40,Damaged Vehicle Issues,30.257331,97.739948,30.257246,97.739961,Damaged Vehicle Issues
11/6/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.266572 ‐97.749063 30.26279 ‐97.72547 414,Damaged Vehicle Issues,30.266572,97.749063,30.26279,97.72547,Damaged Vehicle Issues
11/1/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.254255 ‐97.73832 30.253774 ‐97.736935 274,Damaged Vehicle Issues,30.254255,97.73832,30.253774,97.736935,Damaged Vehicle Issues
11/15/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.248725 ‐97.735563 30.254502 ‐97.742656 8,Damaged Vehicle Issues,30.248725,97.735563,30.254502,97.742656,Damaged Vehicle Issues
11/14/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.266485 ‐97.749663 30.26589 ‐97.74863 125,Damaged Vehicle Issues,30.266485,97.749663,30.26589,97.74863,Damaged Vehicle Issues
11/26/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.280374 ‐97.737161 30.281875 ‐97.74217 14,Damaged Vehicle Issues,30.280374,97.737161,30.281875,97.74217,Damaged Vehicle Issues
11/6/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.272655 ‐97.73735 30.272745 ‐97.737208 3,Damaged Vehicle Issues,30.272655,97.73735,30.272745,97.737208,Damaged Vehicle Issues
11/22/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.220094 ‐97.737028 30.234356 ‐97.768402 58,Damaged Vehicle Issues,30.220094,97.737028,30.234356,97.768402,Damaged Vehicle Issues
11/12/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.260183 ‐97.738386 30.260169 ‐97.738663 93,Damaged Vehicle Issues,30.260183,97.738386,30.260169,97.738663,Damaged Vehicle Issues
11/20/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.287744 ‐97.741986 30.287794 ‐97.742485 4,Damaged Vehicle Issues,30.287744,97.741986,30.287794,97.742485,Damaged Vehicle Issues
11/4/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.284812 ‐97.747553 30.284742 ‐97.747121 7,Damaged Vehicle Issues,30.284812,97.747553,30.284742,97.747121,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.261486 ‐97.737828 30.261626 ‐97.737939 3,Damaged Vehicle Issues,30.261486,97.737828,30.261626,97.737939,Damaged Vehicle Issues
11/28/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.26126 ‐97.715222 30.26185 ‐97.718773 4,Damaged Vehicle Issues,30.26126,97.715222,30.26185,97.718773,Damaged Vehicle Issues
11/11/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.267095 ‐97.739552 30.268349 ‐97.738741 4,Damaged Vehicle Issues,30.267095,97.739552,30.268349,97.738741,Damaged Vehicle Issues
11/22/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.265673 ‐97.752197 30.267225 ‐97.75453 4,Damaged Vehicle Issues,30.265673,97.752197,30.267225,97.75453,Damaged Vehicle Issues
11/16/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.291535 ‐97.744178 30.283915 ‐97.742597 4,Damaged Vehicle Issues,30.291535,97.744178,30.283915,97.742597,Damaged Vehicle Issues
11/21/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.297215 ‐97.735062 30.288911 ‐97.726512 3,Damaged Vehicle Issues,30.297215,97.735062,30.288911,97.726512,Damaged Vehicle Issues
11/12/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.244666 ‐97.723254 30.244947 ‐97.726344 190,Damaged Vehicle Issues,30.244666,97.723254,30.244947,97.726344,Damaged Vehicle Issues
11/7/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.269329 ‐97.740684 30.269298 ‐97.740672 36,Damaged Vehicle Issues,30.269329,97.740684,30.269298,97.740672,Damaged Vehicle Issues
11/29/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.288853 ‐97.741526 30.289175 ‐97.741664 4,Damaged Vehicle Issues,30.288853,97.741526,30.289175,97.741664,Damaged Vehicle Issues
11/5/2021,I had a mechanical issue with my vehicle damaged_vehicle__ throttle/accelerator 30.270001 ‐97.748467 30.27 ‐97.74824 3,Damaged Vehicle Issues,30.270001,97.748467,30.27,97.74824,Damaged Vehicle Issues
11/1/2021,RecibÃ‐ un cargo incorrecto damaged_vehicle__ throttle/accelerator 30.266625 ‐97.743099 30.267325 ‐97.743201 90,Damaged Vehicle Issues,30.266625,97.743099,30.267325,97.743201,Damaged Vehicle Issues
11/3/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.278959 ‐97.725061 30.274672 ‐97.731917 3,Damaged Vehicle Issues,30.278959,97.725061,30.274672,97.731917,Damaged Vehicle Issues
11/13/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.286162 ‐97.744892 30.284954 ‐97.7419 327,Damaged Vehicle Issues,30.286162,97.744892,30.284954,97.7419,Damaged Vehicle Issues
11/18/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.25577 ‐97.739722 30.269034 ‐97.740946 7,Damaged Vehicle Issues,30.25577,97.739722,30.269034,97.740946,Damaged Vehicle Issues
11/14/2021,My vehicle was broken or stopped working damaged_vehicle__ throttle/accelerator 30.265889 ‐97.768414 30.265915 ‐97.768341 3,Damaged Vehicle Issues,30.265889,97.768414,30.265915,97.768341,Damaged Vehicle Issues
